#OTU ID	S1_18	S2_18	S3_18	S4_18	S5_18	S6_18	S7_18	S8_18	S9_18	S10_18	S11_18	S12_18	S13_18	S14_18	sum taxonomy
forward_16S_822	1	0	0	10	0	0	0	0	0	0	0	0	0	0	Bacteroidetes;;;;;
forward_16S_823	1	0	2	2	0	0	6	0	0	0	0	0	0	0	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;
forward_16S_824	1	0	3	0	1	0	3	0	0	0	2	0	1	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_825	1	0	0	0	0	0	10	0	0	0	0	0	0	0	Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;;
forward_16S_826	1	0	2	3	1	1	0	1	0	0	0	1	0	1	Proteobacteria;Betaproteobacteria;Burkholderiales;;;
forward_16S_827	1	3	0	1	0	0	1	2	0	1	0	1	0	1	Proteobacteria;Betaproteobacteria;;;;
forward_16S_828	1	1	0	1	0	0	0	3	3	2	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;
forward_16S_829	1	4	0	0	0	0	0	2	1	0	2	0	1	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_830	1	0	0	0	0	0	10	0	0	0	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
forward_16S_831	1	2	3	0	0	1	1	1	1	0	0	0	0	1	Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Modestobacter;Modestobacter sp. x11r1
forward_16S_832	1	0	1	1	0	0	7	1	0	0	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus sp.
forward_16S_833	1	2	3	0	0	0	2	1	0	0	0	1	0	1	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora;
forward_16S_834	0	10	1	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
forward_16S_835	0	4	0	2	0	0	1	0	0	4	0	0	0	0	Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;
forward_16S_836	0	3	2	2	0	0	3	0	1	0	0	0	0	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter koreensis
forward_16S_837	0	3	0	0	0	0	5	0	1	2	0	0	0	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;
forward_16S_838	0	3	1	0	0	0	0	2	0	0	0	0	0	5	Proteobacteria;Betaproteobacteria;Burkholderiales;;;
forward_16S_839	0	2	0	2	0	0	4	0	0	2	0	0	0	1	Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;
forward_16S_840	0	2	0	2	0	0	1	3	0	3	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_841	0	1	0	0	0	0	7	0	1	2	0	0	0	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter koreensis
forward_16S_842	0	0	8	0	0	0	0	0	1	0	0	0	2	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;
forward_16S_843	0	0	3	4	1	1	2	0	0	0	0	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_844	0	0	2	0	0	0	7	0	0	0	1	1	0	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_845	0	0	2	1	0	0	8	0	0	0	0	0	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;Candidatus Nitrososphaera sp. THUAOA
forward_16S_846	0	0	2	2	1	0	5	1	0	0	0	0	0	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;;
forward_16S_847	0	0	2	5	0	0	1	0	0	0	0	3	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_848	0	0	1	1	0	0	9	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;NA;NA;NA;Planctomycetia bacterium LP82
forward_16S_849	0	0	1	0	9	1	0	0	0	0	0	0	0	0	Proteobacteria;Gammaproteobacteria;;;;
forward_16S_850	0	0	1	4	0	0	5	0	0	0	0	0	0	1	Verrucomicrobia;Spartobacteria;;;;
forward_16S_851	0	0	1	0	7	1	0	0	0	0	1	1	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_852	0	0	1	1	0	0	1	1	4	1	0	0	0	2	Proteobacteria;Betaproteobacteria;Burkholderiales;;;
forward_16S_853	0	0	0	4	0	0	7	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete LX80
forward_16S_854	0	0	0	2	0	0	8	0	0	0	0	1	0	0	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete LX80
forward_16S_855	0	0	0	1	10	0	0	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;Planctomyces sp.
forward_16S_856	0	0	0	1	0	0	9	0	0	1	0	0	0	0	Proteobacteria;Alphaproteobacteria;;;;
forward_16S_857	0	0	0	1	0	0	9	1	0	0	0	0	0	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;
forward_16S_858	0	0	0	0	11	0	0	0	0	0	0	0	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;Candidatus Nitrososphaera sp. THUAOA
forward_16S_859	0	0	0	0	11	0	0	0	0	0	0	0	0	0	Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum tongense
forward_16S_860	0	0	0	0	11	0	0	0	0	0	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;;Leptothrix;
forward_16S_861	0	0	0	0	10	0	0	0	0	0	0	1	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_862	0	0	0	0	10	0	0	0	0	0	0	1	0	0	Proteobacteria;;;;;
forward_16S_863	0	0	0	0	10	1	0	0	0	0	0	0	0	0	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;NA;[Pseudomonas] boreopolis
forward_16S_864	0	0	0	0	10	0	0	0	0	0	0	1	0	0	Bacteroidetes;Saprospiria;Saprospirales;Lewinellaceae;Lewinella;Lewinella nigricans
forward_16S_865	0	0	0	0	9	0	0	0	0	0	0	2	0	0	Verrucomicrobia;Spartobacteria;NA;NA;NA;unidentified eubacterium EA25
forward_16S_866	0	0	0	0	9	0	0	0	0	0	0	2	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_867	0	0	0	0	8	3	0	0	0	0	0	0	0	0	Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Lacunisphaera;
forward_16S_868	0	0	0	0	7	1	0	1	0	0	0	0	0	2	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;
forward_16S_869	0	0	0	0	6	0	0	0	0	0	0	5	0	0	Acidobacteria;Blastocatellia;;;Stenotrophobacter;Stenotrophobacter terrae
forward_16S_870	0	0	0	0	2	7	0	0	0	0	0	2	0	0	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;
forward_16S_871	0	0	0	0	0	0	11	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_872	0	0	0	0	0	0	11	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. SD2-6
forward_16S_873	0	0	0	0	0	0	11	0	0	0	0	0	0	0	Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;Holophaga sp. oral clone CA002
forward_16S_874	0	0	0	0	0	0	11	0	0	0	0	0	0	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_875	0	0	0	0	0	0	11	0	0	0	0	0	0	0	Firmicutes;Bacilli;Bacillales;;;
forward_16S_876	0	0	0	0	0	0	11	0	0	0	0	0	0	0	Actinobacteria;Thermoleophilia;Solirubrobacterales;;;
forward_16S_877	0	0	0	0	0	0	10	0	0	0	1	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_878	0	0	0	0	0	0	10	1	0	0	0	0	0	0	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;
forward_16S_879	0	0	0	0	0	0	0	8	0	0	0	0	0	3	Proteobacteria;Betaproteobacteria;NA;NA;NA;beta proteobacterium SAT1
forward_16S_880	0	0	0	0	0	0	0	0	11	0	0	0	0	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_881	9	0	0	0	0	0	0	0	0	0	1	0	0	0	Firmicutes;;;;;
forward_16S_882	6	0	0	0	0	0	0	0	0	0	4	0	0	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;;
forward_16S_883	6	0	1	0	0	0	0	0	0	0	0	0	3	0	Firmicutes;;;;;
forward_16S_884	5	0	1	0	0	0	1	0	0	0	3	0	0	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_885	4	0	1	1	3	0	0	0	1	0	0	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_886	4	0	0	6	0	0	0	0	0	0	0	0	0	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA;Rhizobiales bacterium URHE0042
forward_16S_887	4	0	3	0	0	0	1	0	2	0	0	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_888	3	0	1	1	0	0	3	0	0	0	1	1	0	0	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;NA;bacterium Ellin517
forward_16S_889	3	0	1	5	0	0	0	0	0	0	0	0	0	1	Verrucomicrobia;Spartobacteria;;;;
forward_16S_890	3	0	0	0	0	0	7	0	0	0	0	0	0	0	Verrucomicrobia;Spartobacteria;NA;NA;NA;bacterium Ellin511
forward_16S_891	3	0	1	0	1	0	0	0	1	0	1	1	2	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_892	3	0	2	2	1	0	0	0	0	1	1	0	0	0	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;;
forward_16S_893	3	0	2	2	1	0	0	0	1	0	0	0	1	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;Devosia sp. CK32 8.1
forward_16S_894	3	0	0	6	0	1	0	0	0	0	0	0	0	0	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;;
forward_16S_895	3	0	5	0	0	0	0	0	0	0	1	0	1	0	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Arenimicrobium;Arenimicrobium luteum
forward_16S_896	3	0	0	1	0	0	2	0	1	0	1	0	0	2	Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Sphaerobacter;Sphaerobacter thermophilus
forward_16S_897	3	1	0	3	0	0	1	0	1	1	0	0	0	0	Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;;
forward_16S_898	3	0	6	0	0	0	0	0	0	0	1	0	0	0	Proteobacteria;Betaproteobacteria;;;;
forward_16S_899	2	0	0	0	7	0	1	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;NA;NA;NA;Planctomycetia bacterium LP82
forward_16S_900	2	0	1	2	0	0	5	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;NA;NA;NA;Planctomycetia bacterium LP82
forward_16S_901	2	0	0	4	0	0	2	0	1	0	0	0	0	1	Verrucomicrobia;Spartobacteria;;;;
forward_16S_902	2	0	0	3	0	0	2	0	0	2	1	0	0	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga;Microvirga sp. HPCKc-4(6)
forward_16S_903	2	0	1	4	0	0	1	0	1	0	1	0	0	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga;Microvirga sp. HPCKc-4(6)
forward_16S_904	2	0	0	2	1	0	3	0	0	0	2	0	0	0	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;NA;Sphingomonadaceae bacterium Gsoil 690
forward_16S_905	2	1	0	1	0	0	6	0	0	0	0	0	0	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter aerophilus
forward_16S_906	2	0	4	1	0	0	1	0	0	0	0	0	2	0	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Arenimicrobium;Arenimicrobium luteum
forward_16S_907	2	0	2	1	0	0	2	0	1	0	0	0	1	1	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Arenimicrobium;Arenimicrobium luteum
forward_16S_908	2	0	1	1	0	0	2	0	0	0	1	0	3	0	Actinobacteria;Thermoleophilia;Solirubrobacterales;;;
forward_16S_909	2	2	0	0	0	0	1	3	1	0	0	0	0	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia timonae
forward_16S_910	2	1	0	1	0	0	3	0	0	1	2	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;;;
forward_16S_911	2	0	0	1	0	0	1	0	0	0	2	2	2	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter;Limnobacter sp. KP1-3
forward_16S_912	2	0	0	0	0	0	0	1	5	0	0	0	0	2	Firmicutes;Bacilli;Bacillales;Planococcaceae;;
forward_16S_913	1	0	4	0	0	0	1	0	2	0	0	0	0	2	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;
forward_16S_914	1	0	0	2	0	0	7	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_915	1	0	3	1	0	0	2	0	0	0	3	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete WWH14
forward_16S_916	1	0	6	2	0	0	0	0	0	0	1	0	0	0	Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Aetherobacter;
forward_16S_917	1	0	0	0	3	3	0	0	0	0	0	2	1	0	Planctomycetes;Planctomycetia;Planctomycetales;NA;NA;Planctomycete enrichment culture clone Lt-C7
forward_16S_918	1	0	8	0	0	0	0	0	0	0	0	0	1	0	;;;;;
forward_16S_919	1	0	0	0	0	0	4	0	0	0	0	0	5	0	Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;Holophaga sp. oral clone CA002
forward_16S_920	1	0	0	0	8	0	0	0	0	0	1	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_921	1	0	3	3	0	0	2	0	0	0	0	0	1	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_922	1	0	1	1	0	0	5	0	0	0	1	0	1	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_923	1	0	0	0	0	1	0	5	0	0	0	0	0	2	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
forward_16S_924	1	2	0	0	0	0	0	4	0	1	1	0	0	1	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
forward_16S_925	1	0	0	5	1	1	1	0	1	0	0	0	0	0	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;
forward_16S_926	1	0	4	0	0	0	0	0	0	1	0	1	3	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_927	1	0	2	0	6	0	0	0	0	0	1	0	0	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_928	1	0	7	0	0	0	1	0	0	1	0	0	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;
forward_16S_929	1	0	0	0	5	1	3	0	0	0	0	0	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;
forward_16S_930	1	0	6	0	0	0	0	0	0	0	1	2	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;
forward_16S_931	1	2	0	0	1	3	0	0	0	0	0	2	1	0	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;
forward_16S_932	1	0	4	2	0	3	0	0	0	0	0	0	0	0	Proteobacteria;Alphaproteobacteria;;;;
forward_16S_933	1	0	0	3	0	0	4	0	0	1	0	0	0	1	Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;;
forward_16S_934	1	2	0	0	0	0	2	1	2	0	0	0	0	2	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;
forward_16S_935	1	0	2	0	1	0	0	0	2	0	4	0	0	0	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
forward_16S_936	1	3	0	1	0	0	3	0	0	0	0	0	2	0	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
forward_16S_937	1	1	2	1	0	0	4	0	0	0	0	0	0	1	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter koreensis
forward_16S_938	1	0	0	0	1	0	2	0	0	0	1	5	0	0	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Brevitalea;
forward_16S_939	1	0	2	0	3	2	1	0	0	0	0	0	1	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_940	1	0	0	1	0	0	7	0	0	0	0	0	1	0	Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;
forward_16S_941	1	0	3	0	4	0	1	0	0	0	0	1	0	0	Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;
forward_16S_942	1	0	6	0	0	0	0	0	0	0	3	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;;;
forward_16S_943	1	2	0	0	0	0	0	3	4	0	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
forward_16S_944	0	5	2	0	0	0	2	0	0	0	0	0	0	1	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_945	0	5	0	0	0	0	0	2	1	1	0	0	0	1	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas benzenivorans
forward_16S_946	0	5	1	0	0	0	1	0	1	1	0	0	1	0	Proteobacteria;Betaproteobacteria;NA;NA;NA;beta proteobacterium FSW05-50
forward_16S_947	0	5	0	0	0	0	1	1	2	1	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_948	0	4	2	1	0	0	1	1	0	0	0	0	0	1	Proteobacteria;Alphaproteobacteria;;;;
forward_16S_949	0	4	0	0	1	0	0	2	0	0	0	0	0	3	Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Curtobacterium;
forward_16S_950	0	3	1	0	0	1	0	0	1	2	0	0	0	2	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;
forward_16S_951	0	2	0	0	0	0	1	0	1	0	0	0	0	6	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium;[Clostridium] cellobioparum
forward_16S_952	0	1	0	0	0	0	8	0	0	0	0	0	1	0	Verrucomicrobia;Spartobacteria;NA;NA;NA;unidentified eubacterium RB35
forward_16S_953	0	1	3	0	0	0	5	0	0	0	0	0	1	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia;
forward_16S_954	0	1	0	0	0	0	6	0	0	1	0	0	0	2	Proteobacteria;Alphaproteobacteria;;;;
forward_16S_955	0	1	0	2	0	0	1	0	1	2	1	2	0	0	Acidobacteria;Blastocatellia;;;Stenotrophobacter;Stenotrophobacter terrae
forward_16S_956	0	1	0	1	0	0	8	0	0	0	0	0	0	0	;;;;;
forward_16S_957	0	1	1	1	0	0	2	2	0	1	0	0	0	2	Proteobacteria;Betaproteobacteria;;;;
forward_16S_958	0	1	0	0	0	0	0	7	2	0	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_959	0	0	5	0	0	0	0	0	2	0	0	0	3	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_960	0	0	4	0	0	2	3	0	0	0	0	0	0	1	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_961	0	0	4	0	0	0	0	0	2	0	1	0	2	1	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;;
forward_16S_962	0	0	3	4	0	0	3	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_963	0	0	3	0	4	2	0	0	0	0	0	1	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_964	0	0	3	1	0	0	6	0	0	0	0	0	0	0	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;;
forward_16S_965	0	0	2	0	0	0	8	0	0	0	0	0	0	0	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Brevitalea;Brevitalea deliciosa
forward_16S_966	0	0	2	1	0	0	7	0	0	0	0	0	0	0	Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Sphaerobacter;Sphaerobacter thermophilus
forward_16S_967	0	0	1	2	1	0	4	0	0	0	1	0	1	0	Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;
forward_16S_968	0	0	1	0	0	0	5	0	0	0	0	0	4	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_969	0	0	1	0	2	0	5	0	0	0	0	0	2	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_970	0	0	1	0	4	1	0	1	0	0	0	0	0	3	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;
forward_16S_971	0	0	1	0	3	0	4	0	0	0	1	1	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_972	0	0	1	0	0	0	9	0	0	0	0	0	0	0	Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;
forward_16S_973	0	0	1	1	0	0	8	0	0	0	0	0	0	0	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;Kribbella sp. TR-24
forward_16S_974	0	0	0	3	0	0	3	4	0	0	0	0	0	0	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;Gemmatirosa kalamazoonesis
forward_16S_975	0	0	0	2	0	0	8	0	0	0	0	0	0	0	Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;
forward_16S_976	0	0	0	1	5	2	0	1	0	0	1	0	0	0	Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;
forward_16S_977	0	0	0	1	0	0	9	0	0	0	0	0	0	0	Actinobacteria;;;;;
forward_16S_978	0	0	0	1	0	0	9	0	0	0	0	0	0	0	Actinobacteria;Thermoleophilia;Solirubrobacterales;;;
forward_16S_979	0	0	0	1	0	0	9	0	0	0	0	0	0	0	Actinobacteria;Actinobacteria;;;;
forward_16S_980	0	0	0	1	0	0	8	0	0	0	0	0	1	0	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;
forward_16S_981	0	0	0	0	10	0	0	0	0	0	0	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_982	0	0	0	0	10	0	0	0	0	0	0	0	0	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_983	0	0	0	0	10	0	0	0	0	0	0	0	0	0	Proteobacteria;;;;;
forward_16S_984	0	0	0	0	10	0	0	0	0	0	0	0	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;;
forward_16S_985	0	0	0	0	10	0	0	0	0	0	0	0	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;;
forward_16S_986	0	0	0	0	10	0	0	0	0	0	0	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_987	0	0	0	0	10	0	0	0	0	0	0	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_988	0	0	0	0	10	0	0	0	0	0	0	0	0	0	NA;NA;Haloplasmatales;Haloplasmataceae;Haloplasma;Haloplasma contractile
forward_16S_989	0	0	0	0	10	0	0	0	0	0	0	0	0	0	Firmicutes;Bacilli;Bacillales;NA;Exiguobacterium;Exiguobacterium mexicanum
forward_16S_990	0	0	0	0	9	1	0	0	0	0	0	0	0	0	Proteobacteria;Alphaproteobacteria;;;;
forward_16S_991	0	0	0	0	9	0	0	0	0	0	0	1	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;;
forward_16S_992	0	0	0	0	8	0	1	0	0	0	0	1	0	0	Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;Candidatus Udaeobacter copiosus
forward_16S_993	0	0	0	0	8	0	0	0	0	0	0	2	0	0	Proteobacteria;;;;;
forward_16S_994	0	0	0	0	8	0	0	0	0	0	0	2	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;;
forward_16S_995	0	0	0	0	8	1	0	0	0	0	0	0	0	1	Proteobacteria;Alphaproteobacteria;;;;
forward_16S_996	0	0	0	0	8	1	0	0	0	0	0	1	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_997	0	0	0	0	8	1	0	0	0	0	0	1	0	0	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;NA;Sphingobacteriales bacterium TP524
forward_16S_998	0	0	0	0	7	2	0	1	0	0	0	0	0	0	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
