#OTU ID	S1_17	S2_17	S3_17	S4_17	S5_17	S6_17	S7_17	S8_17	S9_17	S10_17	S11_17	S12_17	S13_17	S14_17	sum taxonomy
forward_16S_178	6	0	2	0	14	7	0	0	1	1	2	0	2	0	Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;
forward_16S_179	3	0	0	3	0	0	25	0	0	2	1	0	1	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_180	2	4	1	1	0	0	1	16	6	0	1	0	0	3	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_181	1	0	6	4	4	0	12	4	1	1	1	0	0	1	Proteobacteria;Alphaproteobacteria;Rhizobiales;;;
forward_16S_182	7	5	3	1	0	0	10	2	1	4	0	0	0	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_183	5	0	0	0	0	0	0	28	0	0	0	0	0	1	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
forward_16S_184	5	0	16	0	2	1	0	0	1	1	4	4	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;
forward_16S_185	4	0	10	0	0	0	10	0	3	0	1	0	5	1	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Arenimicrobium;Arenimicrobium luteum
forward_16S_186	3	4	1	12	0	0	8	1	2	0	0	0	0	3	Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Blastococcus;Blastococcus sp. L1961
forward_16S_187	3	0	0	4	0	0	25	1	0	0	0	0	1	0	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;
forward_16S_188	0	9	0	3	0	0	12	10	0	0	0	0	0	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_189	0	0	3	2	2	2	24	0	0	0	0	0	1	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_190	0	0	0	0	29	4	0	0	0	0	0	1	0	0	Proteobacteria;Gammaproteobacteria;;;;
forward_16S_191	0	0	0	0	0	0	0	24	1	0	0	0	0	9	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_192	14	0	1	0	0	0	2	0	2	2	8	1	3	0	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Arenimicrobium;Arenimicrobium luteum
forward_16S_193	7	0	1	8	0	0	17	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_194	6	1	3	5	0	0	12	0	0	0	3	0	1	2	Proteobacteria;Betaproteobacteria;;;;
forward_16S_195	5	0	1	0	14	1	2	0	1	1	3	4	1	0	Acidobacteria;Blastocatellia;;;Aridibacter;
forward_16S_196	4	0	0	22	0	1	0	0	2	0	1	3	0	0	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;;
forward_16S_197	3	1	0	0	0	0	0	9	1	0	0	0	1	16	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
forward_16S_198	3	0	0	2	7	18	0	0	1	0	1	0	1	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_199	2	0	2	11	0	0	2	1	0	10	3	0	0	2	Acidobacteria;Blastocatellia;;;Stenotrophobacter;Stenotrophobacter terrae
forward_16S_200	1	0	0	0	23	4	0	0	0	0	1	4	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_201	1	0	0	0	9	23	0	0	0	0	0	0	0	0	Proteobacteria;Gammaproteobacteria;NA;NA;NA;gamma proteobacterium enrichment culture clone CTBE CDB1001C10
forward_16S_202	0	1	1	4	0	0	26	0	1	0	0	0	0	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;
forward_16S_203	0	0	0	1	0	0	23	2	0	5	1	0	1	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter koreensis
forward_16S_204	0	0	0	1	0	0	32	0	0	0	0	0	0	0	Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;
forward_16S_205	0	0	0	0	26	0	4	0	0	0	0	2	1	0	Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;Candidatus Udaeobacter copiosus
forward_16S_206	0	0	0	0	0	0	0	26	0	1	0	0	0	6	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_207	12	0	3	7	6	0	1	0	1	0	2	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_208	9	0	16	0	0	0	0	0	1	0	1	3	2	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;
forward_16S_209	5	2	4	6	0	0	6	0	1	2	2	0	1	3	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_210	4	3	0	4	4	0	5	4	1	4	0	1	0	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;;
forward_16S_211	4	5	1	1	0	0	1	11	9	0	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_212	3	4	3	6	1	2	3	4	1	0	3	0	0	2	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;;
forward_16S_213	2	2	4	4	0	0	0	0	1	10	5	0	3	1	Verrucomicrobia;Spartobacteria;;;;
forward_16S_214	2	7	3	5	0	0	6	4	2	1	0	1	0	0	Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;;
forward_16S_215	1	0	0	4	0	0	9	13	5	0	0	0	0	0	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter aquaticus
forward_16S_216	1	0	0	0	6	9	5	0	0	0	5	1	5	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_217	0	9	0	0	0	0	0	16	0	4	0	0	0	3	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_218	0	3	0	2	0	0	1	12	1	0	1	0	0	12	Proteobacteria;Alphaproteobacteria;;;;
forward_16S_219	0	0	0	0	0	0	32	0	0	0	0	0	0	0	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Brevitalea;Brevitalea deliciosa
forward_16S_220	10	0	3	9	2	0	1	0	1	0	5	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_221	7	1	0	2	0	0	0	0	0	0	5	2	12	2	Planctomycetes;Planctomycetia;Planctomycetales;NA;NA;Planctomycetales bacterium Ellin7224
forward_16S_222	6	1	11	1	0	0	2	0	1	6	2	0	1	0	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Angustibacter;
forward_16S_223	2	1	1	6	0	0	15	0	0	0	3	1	2	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga;
forward_16S_224	2	3	3	7	0	3	3	0	1	3	2	1	3	0	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;;
forward_16S_225	0	1	14	1	0	0	6	0	3	0	2	0	3	1	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Arenimicrobium;Arenimicrobium luteum
forward_16S_226	0	0	0	1	27	0	0	0	0	0	0	3	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_227	0	0	0	0	0	0	1	27	0	2	0	0	0	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
forward_16S_228	8	0	0	0	1	1	3	0	0	0	9	0	8	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_229	4	0	0	2	0	0	21	0	0	0	3	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_230	4	2	1	5	0	0	13	0	0	1	1	1	0	2	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;;
forward_16S_231	1	1	1	6	0	0	21	0	0	0	0	0	0	0	Chloroflexi;;;;;
forward_16S_232	1	3	1	0	0	0	0	12	11	0	0	0	0	2	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_233	0	7	1	4	0	0	6	6	2	0	0	0	1	3	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter aerophilus
forward_16S_234	4	0	0	7	0	0	6	2	3	3	2	1	0	1	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
forward_16S_235	2	0	4	3	18	0	0	0	2	0	0	0	0	0	Firmicutes;Bacilli;Bacillales;;;
forward_16S_236	1	0	0	0	14	12	0	0	0	0	0	2	0	0	Proteobacteria;Gammaproteobacteria;Nevskiales;Sinobacteraceae;Povalibacter;Povalibacter uvarum
forward_16S_237	1	8	1	3	0	0	13	0	0	1	1	0	1	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia;Beijerinckia sp. URHD0026
forward_16S_238	1	1	5	1	0	0	11	0	2	0	2	2	3	1	Armatimonadetes;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas;Chthonomonas calidirosea
forward_16S_239	0	0	0	0	28	0	0	0	0	0	0	1	0	0	NA;NA;Haloplasmatales;Haloplasmataceae;Haloplasma;Haloplasma contractile
forward_16S_240	0	0	0	0	22	3	0	0	0	0	0	4	0	0	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;NA;Sphingobacteriales bacterium TP524
forward_16S_241	6	0	7	2	2	0	8	0	1	0	0	0	2	0	Planctomycetes;Planctomycetia;NA;NA;NA;Planctomycetia bacterium LP82
forward_16S_242	5	0	5	0	0	0	2	1	3	4	3	0	5	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_243	5	2	0	7	4	2	3	3	1	0	0	0	0	1	Proteobacteria;Betaproteobacteria;Burkholderiales;;;
forward_16S_244	3	0	6	4	0	0	11	0	0	0	3	0	1	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_245	3	3	1	2	0	0	17	0	1	0	0	0	1	0	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;;
forward_16S_246	3	1	1	1	0	0	3	9	0	5	2	2	1	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
forward_16S_247	2	0	7	4	2	0	4	0	5	0	0	1	3	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_248	1	8	1	8	0	0	5	0	0	0	0	4	0	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax avenae
forward_16S_249	1	1	2	11	0	0	9	0	1	1	2	0	0	0	Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Blastococcus;Blastococcus sp. URHB0062
forward_16S_250	0	8	4	3	1	0	4	0	1	2	1	1	2	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;;
forward_16S_251	0	1	1	0	0	0	26	0	0	0	0	0	0	0	Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;;
forward_16S_252	0	0	0	0	28	0	0	0	0	0	0	0	0	0	Verrucomicrobia;Spartobacteria;NA;NA;NA;Spartobacteria bacterium URHD0058
forward_16S_253	0	0	0	0	0	28	0	0	0	0	0	0	0	0	;;;;;
forward_16S_254	9	0	0	0	16	0	0	0	0	0	2	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_255	4	4	2	3	0	0	10	1	1	1	0	0	1	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;;
forward_16S_256	2	0	13	2	1	0	0	0	2	2	2	0	3	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;
forward_16S_257	2	0	0	0	0	0	18	4	0	0	0	0	3	0	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;
forward_16S_258	1	0	2	4	9	0	0	0	10	0	1	0	0	0	Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;
forward_16S_259	1	0	0	0	0	0	0	26	0	0	0	0	0	0	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
forward_16S_260	1	0	0	0	2	0	22	0	1	0	0	0	1	0	Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus;
forward_16S_261	0	0	1	0	5	19	0	0	0	0	0	1	1	0	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Dongia;Dongia sp. URHE0060
forward_16S_262	0	0	0	0	27	0	0	0	0	0	0	0	0	0	Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Saccharophagus;Saccharophagus sp. MM1-2b
forward_16S_263	0	0	0	0	8	12	0	1	0	1	0	0	0	5	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;
forward_16S_264	0	0	0	0	0	0	27	0	0	0	0	0	0	0	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Brevitalea;Brevitalea deliciosa
forward_16S_265	9	1	1	7	1	2	1	0	0	0	3	0	0	1	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_266	8	0	1	3	9	0	0	0	0	2	0	2	1	0	Verrucomicrobia;Spartobacteria;NA;NA;NA;uncultivated soil bacterium clone C019
forward_16S_267	6	0	2	2	2	7	0	1	0	0	4	2	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_268	6	0	0	1	0	0	8	1	0	4	3	0	1	2	Verrucomicrobia;Spartobacteria;NA;NA;NA;bacterium Ellin506
forward_16S_269	5	0	0	0	0	0	14	0	0	0	2	0	5	0	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;
forward_16S_270	4	1	0	1	0	0	10	0	6	1	0	0	1	2	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;
forward_16S_271	4	1	5	7	0	0	4	0	1	1	0	0	3	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;;
forward_16S_272	3	0	0	2	0	0	17	0	0	1	0	0	2	1	Verrucomicrobia;Spartobacteria;;;;
forward_16S_273	3	0	3	1	13	1	0	0	1	0	0	4	0	0	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas daechungensis
forward_16S_274	3	0	4	4	0	0	0	0	2	0	5	1	6	1	Firmicutes;;;;;
forward_16S_275	2	0	0	0	0	0	19	0	1	0	3	0	1	0	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Brevitalea;Brevitalea deliciosa
forward_16S_276	1	0	2	1	0	0	22	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_277	1	0	1	5	0	0	15	0	1	0	2	0	1	0	Planctomycetes;Planctomycetia;Planctomycetales;NA;NA;Planctomycetales bacterium Ellin7244
forward_16S_278	1	0	3	0	2	14	0	1	2	0	2	0	1	0	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
forward_16S_279	1	3	0	0	0	0	2	7	0	3	0	0	0	10	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
forward_16S_280	0	17	0	3	0	0	1	0	0	4	0	0	0	1	Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;
forward_16S_281	0	10	1	0	0	0	1	8	2	2	0	0	0	2	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
forward_16S_282	0	6	1	2	0	0	4	3	2	7	0	0	0	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia solanacearum
forward_16S_283	0	0	4	1	5	5	10	0	0	0	1	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_284	0	0	2	0	16	0	0	0	0	0	0	8	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_285	0	0	1	6	0	0	15	2	0	2	0	0	0	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter koreensis
forward_16S_286	0	0	0	26	0	0	0	0	0	0	0	0	0	0	
forward_16S_287	0	0	0	1	9	7	5	0	1	0	2	0	1	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;
forward_16S_288	8	0	2	0	6	0	0	0	2	0	1	2	4	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_289	6	0	0	1	0	2	5	0	0	0	2	0	9	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_290	6	5	0	0	0	0	0	3	8	2	0	0	0	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
forward_16S_291	5	0	3	3	1	0	7	0	1	0	1	3	1	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_292	4	1	0	5	0	0	10	0	0	0	3	0	2	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_293	4	1	4	0	4	3	1	0	0	0	0	0	4	4	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;
forward_16S_294	3	0	1	2	0	0	19	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_295	2	0	1	0	6	9	3	0	0	0	2	1	1	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_296	2	0	0	0	0	0	0	12	1	0	1	0	0	8	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
forward_16S_297	2	4	3	3	0	0	9	0	1	0	0	0	3	0	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. URHD0085
forward_16S_298	2	0	1	0	15	0	0	1	0	0	2	3	1	0	Acidobacteria;Blastocatellia;;;Stenotrophobacter;Stenotrophobacter terrae
forward_16S_299	1	0	0	3	0	0	14	2	0	1	0	0	1	3	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter aerophilus
forward_16S_300	1	7	0	7	0	0	7	1	0	0	0	0	1	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;;
forward_16S_301	1	10	2	6	0	0	2	2	0	1	0	0	0	1	Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Modestobacter;Modestobacter sp. 14d2-CH09
forward_16S_302	0	12	0	0	0	0	0	11	0	0	0	0	0	2	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_303	0	11	2	0	0	0	0	11	1	0	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
forward_16S_304	0	0	1	0	0	24	0	0	0	0	0	0	0	0	Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;
forward_16S_305	0	0	0	0	25	0	0	0	0	0	0	0	0	0	Proteobacteria;;;;;
forward_16S_306	0	0	0	0	25	0	0	0	0	0	0	0	0	0	;;;;;
forward_16S_307	0	0	0	0	25	0	0	0	0	0	0	0	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;;
forward_16S_308	0	0	0	0	18	2	2	0	0	0	0	1	2	0	Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;Candidatus Udaeobacter copiosus
forward_16S_309	14	0	0	0	0	0	1	0	1	0	2	1	5	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_310	12	0	4	1	0	0	0	0	0	1	2	0	4	0	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Arenimicrobium;Arenimicrobium luteum
forward_16S_311	7	0	0	1	5	0	1	1	0	0	6	0	3	0	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. enrichment culture clone d-1
forward_16S_312	4	1	1	13	0	0	1	0	1	0	0	0	0	3	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_313	4	0	6	3	0	0	0	0	2	0	0	0	9	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_314	4	0	7	0	5	0	0	0	3	0	1	3	1	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_315	4	0	9	0	1	7	0	0	1	0	1	1	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_316	4	0	0	2	4	0	3	1	2	1	2	3	1	1	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;;
forward_16S_317	4	0	0	11	0	0	8	0	0	0	1	0	0	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;;
forward_16S_318	4	4	0	1	1	0	5	4	1	2	1	0	0	1	Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;
forward_16S_319	3	2	1	9	0	0	5	2	1	0	1	0	0	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;;
forward_16S_320	2	0	2	16	0	0	0	0	0	0	3	0	1	0	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Sulfurospirillum;Thermobaculum sp. enrichment culture clone VanCtr100
forward_16S_321	2	0	1	0	12	2	1	0	0	0	0	6	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;
forward_16S_322	2	11	1	0	0	3	0	2	0	1	1	0	3	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
forward_16S_323	2	5	0	0	0	0	5	1	4	3	1	0	0	3	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_324	2	5	1	1	0	0	4	3	3	3	0	0	0	2	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia solanacearum
forward_16S_325	1	0	1	0	9	9	2	0	0	0	0	1	0	1	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;
forward_16S_326	1	0	0	2	0	0	21	0	0	0	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Collimonas;Collimonas sp. F14
forward_16S_327	0	3	0	1	0	0	1	11	5	2	0	0	0	1	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;
forward_16S_328	0	0	7	0	0	0	14	0	2	1	0	0	0	0	Actinobacteria;Actinobacteria;;;;
forward_16S_329	0	0	0	0	24	0	0	0	0	0	0	0	0	0	Verrucomicrobia;Spartobacteria;NA;NA;NA;bacterium Ellin507
forward_16S_330	0	0	0	0	0	0	0	0	0	0	0	0	0	24	;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium ultimum
forward_16S_331	19	0	0	0	0	0	0	0	1	0	3	0	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;
forward_16S_332	10	0	1	0	0	0	6	0	0	0	4	0	2	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_333	8	0	2	9	0	0	0	0	0	0	0	3	1	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_334	5	0	0	0	9	2	0	0	0	0	1	4	2	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_335	5	0	0	7	3	0	6	0	0	0	0	1	0	1	Verrucomicrobia;Spartobacteria;;;;
forward_16S_336	5	0	2	4	4	0	0	0	0	0	5	2	1	0	Acidobacteria;;;;;
forward_16S_337	4	2	1	7	0	0	2	3	2	1	0	0	0	1	Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium sp. Tianshan44-2
forward_16S_338	3	1	3	2	0	0	8	0	1	0	2	0	2	0	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. URHD0085
forward_16S_339	2	0	0	0	0	0	16	0	0	0	0	0	5	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_340	1	0	2	10	0	0	10	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;NA;NA;Planctomycete enrichment culture clone E10
forward_16S_341	1	0	1	2	0	0	17	1	0	0	1	0	0	0	Verrucomicrobia;Spartobacteria;NA;NA;NA;bacterium Ellin511
forward_16S_342	1	5	1	2	0	0	10	0	2	1	0	0	0	1	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter koreensis
forward_16S_343	1	0	3	4	0	0	12	0	0	1	2	0	0	0	Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;;
forward_16S_344	1	2	8	1	0	0	1	0	2	8	0	0	0	0	Proteobacteria;Betaproteobacteria;;;;
forward_16S_345	0	14	0	1	0	0	1	3	3	1	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_346	0	3	8	2	0	0	1	0	3	4	2	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;;;
forward_16S_347	0	0	0	0	19	0	0	0	0	0	0	4	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;;
forward_16S_348	0	0	0	0	7	2	0	0	1	5	1	2	0	5	Proteobacteria;Betaproteobacteria;Burkholderiales;;;
forward_16S_349	0	0	0	0	0	0	23	0	0	0	0	0	0	0	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Brevitalea;Brevitalea aridisoli
forward_16S_350	3	0	0	0	0	0	0	6	1	0	0	0	0	11	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
forward_16S_351	3	0	9	1	0	0	1	0	2	1	3	0	1	1	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;;
forward_16S_352	3	0	19	0	0	0	0	0	0	0	0	0	0	0	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;;
forward_16S_353	3	0	2	6	1	0	6	0	1	1	1	0	0	1	Actinobacteria;;;;;
forward_16S_354	3	0	0	2	0	0	10	0	0	0	2	0	5	0	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;
forward_16S_355	2	0	2	1	8	6	0	1	0	0	0	2	0	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_356	2	0	1	0	10	4	3	0	0	1	1	0	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;
forward_16S_357	2	1	1	2	0	0	9	0	0	1	2	0	3	1	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. URHD0085
forward_16S_358	2	0	0	3	0	0	14	0	0	1	1	0	1	0	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;
forward_16S_359	1	0	0	1	17	0	1	0	0	0	0	1	1	0	Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;Candidatus Udaeobacter copiosus
forward_16S_360	1	4	1	11	0	0	2	0	1	1	1	0	0	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter sp. BS3-3-4
